"CardID" "R" "F" "M"
"C0103578540" 750 1 59
"C0103579209" 453 4 301
"C0103579452" 576 2 31.98
"C0103579564" 391 8 2745.97
"C0103580533" 436 9 1302.91
"C0103580780" 435 30 2246.78
"C0103581023" 515 4 462.98
"C0103581045" 537 6 265.97
"C0103581188" 406 6 251.97
"C0103581401" 457 2 218
"C0103581993" 681 1 219
"C0103582044" 397 4 387.98
"C0103582598" 584 1 199
"C0103582802" 531 3 507.99
"C0103583178" 388 3 212.47
"C0103583278" 432 18 636.8
"C0103583572" 432 3 707
"C0103583656" 471 3 427
"C0103583939" 556 2 358
"C0103584124" 499 5 640.99
"C0103584172" 516 4 197.89
"C0103587711" 439 3 175.48
"C0103587930" 449 3 227.99
"C0103587971" 648 2 118.95
"C0103588182" 494 5 562.93
"C0103588619" 519 3 457.98
"C0103590092" 388 2 578
"C0103590393" 398 27 733.28
"C0103594847" 405 3 125.98
"C0103594980" 727 2 207.49
"C0103595097" 394 22 608.31
"C0103595552" 442 4 340.94
"C0103595610" 411 3 201.99
"C0103595966" 409 2 328
"C0103596291" 485 3 450.99
"C0103596505" 555 5 378.98
"C0103596705" 388 3 317
"C0103596731" 441 2 58.94
"C0103597040" 388 13 528.8
"C0103597181" 448 3 187
"C0103597471" 397 17 996.36
"C0103601585" 456 3 2447
"C0103602089" 575 3 102.95
"C0103602259" 537 2 238
"C0103602282" 497 5 521.94
"C0103602332" 584 1 129
"C0103602937" 459 4 404.97
"C0103603137" 568 4 129.92
"C0103603290" 442 2 1448.99
"C0103603394" 504 2 438
"C0103604134" 625 3 110.98
"C0103606032" 493 2 838
"C0103606097" 528 5 432.98
"C0103606325" 404 4 180.47
"C0103606383" 442 4 306.99
"C0103606423" 434 6 242.92
"C0103606635" 446 14 332.37
"C0103606722" 390 1 219
"C0103606853" 420 3 531.48
"C0103607197" 647 3 457.99
"C0103607421" 477 2 63.99
"C0103607496" 421 2 848
"C0103607899" 737 1 39
"C0103608448" 395 4 257.97
"C0103608677" 506 3 218.98
"C0103608710" 527 3 421.99
"C0103608754" 475 2 393
"C0103609217" 554 8 1043.98
"C0103609432" 433 3 627
"C0103609548" 407 27 911.77
"C0103609579" 391 27 533.72
"C0103618031" 506 3 867.99
"C0103618101" 417 5 236.98
"C0103619353" 422 12 744.4
"C0103620097" 601 3 238.98
"C0103620275" 415 2 418
"C0103620294" 467 2 888
"C0103621359" 397 28 2307.68
"C0103621418" 396 4 416.99
"C0103621504" 444 4 140.98
"C0103621994" 467 4 276.98
"C0103623200" 410 6 2020.98
"C0103623485" 408 5 526.98
"C0103623565" 408 3 497.99
"C0103623771" 440 2 388
"C0103623854" 419 3 227
"C0103623904" 508 2 88.99
"C0103624962" 440 2 418.95
"C0103625177" 397 1 79
"C0103625393" 441 2 258
"C0103626178" 402 5 950.99
"C0103626416" 578 2 502.99
"C0103626599" 400 4 138.93
"C0103626805" 496 3 377
"C0103626852" 650 2 288.99
"C0103639031" 505 3 237.99
"C0103639723" 594 8 463.44
"C0103640454" 424 6 155.94
"C0103640545" 417 4 291.99
"C0103640588" 443 4 870.48
"C0103640790" 402 4 306.95
"C0103641389" 438 5 280.93
"C0103641703" 460 4 353.98
"C0103641817" 459 1 8.49
"C0103641834" 512 10 1615.86
"C0103641991" 427 1 29.99
"C0103642744" 575 1 69.99
"C0103642922" 412 5 413.98
"C0103645971" 393 27 1643.29
"C0103646092" 573 3 67.97
"C0103646153" 393 5 651.97
"C0103646315" 442 3 457
"C0103646376" 675 1 189
"C0103646393" 554 6 521.98
"C0103646917" 469 6 329.92
"C0103647223" 508 4 152.97
"C0103647279" 406 4 421.95
"C0103647320" 622 1 39.95
"C0103647647" 450 4 261.99
"C0103648226" 399 25 392.27
"C0103650681" 439 11 650.88
"C0103651301" 391 18 1046.36
"C0103651385" 424 24 1900.78
"C0103651752" 405 5 176.46
"C0103653445" 388 3 200.99
"C0103653510" 450 4 132.93
"C0103653586" 414 4 272.94
"C0103654724" 391 1 129
"C0103654868" 444 3 357
"C0103654964" 503 5 394.98
"C0103655608" 581 6 492.91
"C0103656581" 420 2 50.99
"C0103656709" 657 2 189.94
"C0103657826" 453 2 248.99
"C0103658005" 434 2 453
"C0103658154" 536 10 915.94
"C0103658249" 662 1 119.99
"C0103658407" 434 2 313.99
"C0103658438" 745 1 299
"C0103658578" 429 1 219
"C0103670166" 433 2 169.98
"C0103670902" 446 4 105.38
"C0103671518" 469 5 210.96
"C0103671758" 408 1 349
"C0103672456" 521 8 457.86
"C0103672705" 607 1 49
"C0103672771" 433 4 183.93
"C0103672871" 415 3 287.99
"C0103673558" 479 2 208
"C0103673846" 463 4 366.99
"C0103674145" 721 1 639
"C0103674428" 434 5 680.98
"C0103674571" 470 2 698
"C0103674642" 575 26 421.26
"C0103675132" 614 2 163.99
"C0103675255" 401 3 110.98
"C0103675280" 504 30 1046.25
"C0103675337" 497 2 228
"C0103675427" 439 2 208
"C0103675726" 465 4 365.49
"C0103675936" 393 5 425.98
"C0103676079" 394 3 238.98
"C0103676677" 392 3 437
"C0103676704" 494 4 370.49
"C0103676781" 447 4 567.98
"C0103679903" 437 3 337.99
"C0103680081" 391 1 59
"C0103680697" 738 1 179
"C0103680953" 423 4 216.97
"C0103680955" 514 5 150.92
"C0103681079" 388 5 531.96
"C0103681616" 675 1 69
"C0103681871" 540 2 258.95
"C0103682096" 425 4 406
"C0103682158" 390 6 1143.45
"C0103682455" 414 3 187.95
"C0103682460" 450 3 257.99
"C0103682772" 508 8 227.94
"C0103686217" 396 3 307
"C0103686218" 397 2 258
"C0103686345" 506 5 241.97
"C0103686380" 402 3 727.99
"C0103686727" 392 4 177.97
"C0103686731" 413 3 268.98
"C0103686808" 400 3 402.99
"C0103686869" 427 3 313.49
"C0103687084" 388 3 254.99
"C0103687363" 479 1 39.95
"C0103687476" 416 5 86.95
"C0103687764" 465 3 528.98
"C0103687961" 406 3 297
"C0103688313" 516 5 204.97
"C0103688924" 525 2 158.99
"C0103689491" 420 22 1083.78
"C0103693287" 742 1 59
"C0103693437" 539 3 288.94
"C0103693536" 512 6 974
"C0103693933" 400 2 201.48
"C0103694002" 486 3 143.99
"C0103694050" 532 3 857
"C0103694161" 580 2 198.99
"C0103694483" 408 3 258.94
"C0103694820" 438 28 1012.22
"C0103694863" 391 10 569.94
"C0103695150" 574 18 476.35
"C0103695908" 561 3 129.93
"C0103696294" 452 4 628.99
"C0103696349" 570 4 1017.94
"C0103696959" 402 2 188.95
"C0103700952" 542 3 348.98
"C0103701472" 654 2 88.99
"C0103701536" 464 4 506.99
"C0103701854" 493 5 148.97
"C0103701913" 414 3 402.95
"C0103701984" 622 2 268.99
"C0103702073" 497 3 227
"C0103702222" 588 2 31.98
"C0103702344" 390 23 165.77
"C0103702352" 389 21 495.79
"C0103702639" 420 1 149
"C0103703228" 527 4 347.94
"C0103703426" 688 1 239
"C0103703753" 433 2 378
"C0103707583" 441 2 668
"C0103707802" 537 2 233.99
"C0103708224" 422 3 307.99
"C0103708449" 406 3 317.99
"C0103708706" 391 29 946.2
"C0103708852" 536 3 407
"C0103709416" 451 2 1048
"C0103710050" 393 23 1222.26
"C0103710212" 453 4 257.47
"C0103710511" 626 2 118
"C0103710727" 519 4 371.99
"C0103711138" 388 4 362.98
"C0103711304" 464 3 237.95
"C0103711415" 471 3 249.98
"C0103718739" 405 2 468
"C0103718998" 444 5 362.97
"C0103720121" 502 4 281.95
"C0103720203" 413 5 217.96
"C0103720646" 390 3 267.99
"C0103720688" 454 3 497.95
"C0103720773" 430 2 383.99
"C0103722158" 496 4 1056
"C0103722271" 410 3 717
"C0103722281" 449 3 532.95
"C0103722353" 411 1 109
"C0103722741" 596 28 1066.26
"C0103722834" 442 3 205.98
"C0103722893" 504 2 368
"C0103723632" 492 2 418
"C0103723982" 467 4 202.47
"C0103724339" 583 1 109
"C0103724570" 487 4 123.97
"C0103726298" 441 3 507
"C0103726902" 406 2 378
"C0103728154" 435 3 108.98
"C0103728469" 472 3 123.99
"C0103728484" 458 2 788.99
"C0103728810" 451 3 530.49
"C0103728888" 576 1 349
"C0103729201" 442 4 610.97
"C0103729232" 398 2 348.99
"C0103729260" 505 4 397.98
"C0103729421" 444 3 408.98
"C0103729551" 709 1 219
"C0103729676" 574 3 473.99
"C0103729751" 407 4 691.93
"C0103730321" 392 14 595.88
"C0103730701" 405 5 582.98
"C0103730777" 448 3 279.98
"C0103735688" 413 4 246.99
"C0103736002" 419 3 187.99
"C0103736356" 451 3 687
"C0103737558" 434 6 666.47
"C0103737672" 550 3 407.98
"C0103737960" 598 12 541.39
"C0103741834" 393 3 352
"C0103742028" 457 2 428
"C0103742125" 422 4 234.97
"C0103742260" 410 3 322.99
"C0103742424" 399 4 458.99
"C0103743168" 418 23 580.28
"C0103743305" 446 2 258
"C0103744135" 511 4 361.99
"C0103744347" 403 1 5.99
"C0103744444" 575 3 257.99
"C0103745049" 398 2 27.48
"C0103745224" 415 3 368.98
"C0103745468" 590 3 318.98
"C0103745748" 400 5 548.93
"C0103747201" 414 24 736.3
"C0103748192" 486 2 263
"C0103748262" 480 1 89
"C0103748718" 415 2 108.99
"C0103750080" 416 4 322.98
"C0103750879" 483 2 668
"C0103751154" 408 5 361.94
"C0103751274" 419 3 287.99
"C0103751528" 404 2 198.99
"C0103751580" 601 2 133.99
"C0103751729" 478 5 642.97
"C0103751950" 589 2 568
"C0103752439" 390 3 517
"C0103752472" 497 3 352
"C0103752727" 392 28 1005.76
"C0103752966" 444 3 357.95
"C0103753078" 527 2 203
"C0103754642" 537 4 439.94
"C0103754678" 435 4 726.95
"C0103756849" 582 1 179
"C0103757109" 443 4 293.97
"C0103757555" 396 2 148
"C0103757825" 410 17 548.31
"C0103758118" 391 2 138.99
"C0103758234" 405 4 246.99
"C0103759062" 525 4 387.98
"C0103759508" 406 3 322
"C0103759765" 388 3 517.99
"C0103759821" 412 5 470.99
"C0103759966" 491 3 768.95
"C0103760025" 603 1 139
"C0103760043" 431 3 417
"C0103760445" 399 3 324.98
"C0103760827" 411 2 278
"C0103760971" 420 5 491.94
"C0103761044" 411 3 143.99
"C0103767593" 477 2 358
"C0103772837" 430 4 711
"C0103772997" 409 5 323.93
"C0103773145" 389 30 877.75
"C0103773246" 495 2 518
"C0103773375" 442 5 376.94
"C0103773509" 438 1 79
"C0103773594" 397 5 429.99
"C0103774078" 398 27 802.27
"C0103774230" 402 2 308
"C0103774523" 397 4 220.49
"C0103774750" 503 4 977.98
"C0103774891" 558 4 319.98
"C0103775886" 483 3 257.99
"C0103776012" 455 4 643.99
"C0103776132" 470 2 238.95
"C0103776438" 439 1 269
"C0103776879" 418 23 799.8
"C0103777310" 496 4 527.98
"C0103777504" 506 1 79
"C0103777596" 439 3 86.97
"C0103777872" 461 3 187.99
"C0103777930" 527 4 186.99
"C0103778061" 400 1 44.99
"C0103778193" 471 3 109.97
"C0103778536" 390 25 611.73
"C0103778596" 390 3 237.99
"C0103778959" 404 13 760.89
"C0103778994" 597 3 147.99
"C0103779026" 404 3 548.98
"C0103779280" 745 1 259
"C0103779574" 399 2 208
"C0103780511" 599 2 163.99
"C0103780573" 531 3 139.89
"C0103780996" 428 2 151.49
"C0103781002" 430 3 397
"C0103781145" 393 1 179
"C0103781319" 615 2 88.95
"C0103781701" 432 2 238
"C0103781788" 550 2 218
"C0103781906" 397 4 331.98
"C0103781961" 408 6 260.93
"C0103782084" 608 3 307.98
"C0103782277" 392 25 1413.79
"C0103782420" 394 1 129
"C0103782439" 476 1 450
"C0103782521" 629 1 8.99
"C0103783077" 417 13 611.35
"C0103783102" 402 2 343
"C0103783117" 517 3 562.95
"C0103783374" 398 4 84.92
"C0103783547" 389 27 759.26
"C0103784070" 578 1 79.99
"C0103784178" 538 3 248.98
"C0103784455" 395 2 283
"C0103785035" 419 4 891
"C0103785700" 409 5 399.94
"C0103785994" 396 3 387.99
"C0103786239" 413 2 248
"C0103786488" 535 4 376
"C0103787663" 478 2 218
"C0103787715" 425 4 615.98
"C0103787916" 395 6 63.45
"C0103787937" 388 16 778.9
"C0103788030" 626 1 39.99
"C0103788193" 578 6 141.41
"C0103788199" 572 2 308
"C0103788357" 442 2 89.98
"C0103788577" 585 5 477.46
"C0103788618" 583 3 48.93
"C0103788969" 395 6 114.94
"C0103788970" 539 2 238.99
"C0103788987" 394 16 611.8
"C0103789159" 390 25 826.79
"C0103789234" 398 2 233
"C0103789317" 621 13 566.89
"C0103789572" 664 3 162.98
"C0103789669" 388 4 667.94
"C0103789734" 733 1 1099
"C0103789856" 398 3 198.94
"C0103789877" 399 3 294.99
"C0103793335" 531 5 602.97
"C0103793348" 472 3 232.99
"C0103793724" 464 3 467.99
"C0103793947" 394 3 620.99
"C0103794431" 425 3 338.98
"C0103794512" 395 25 828.68
"C0103794798" 568 2 168
"C0103795018" 395 2 328
"C0103795076" 658 1 64
"C0103795251" 550 2 1098
"C0103795588" 430 5 242.97
"C0103795888" 399 3 572
"C0103796001" 492 6 283.91
"C0103796116" 398 4 152.43
"C0103796372" 504 3 372.98
"C0103796433" 634 2 68.99
"C0103800394" 424 4 581
"C0103800467" 695 1 219
"C0103800548" 424 4 366.99
"C0103800694" 480 3 247.98
"C0103800928" 605 3 218.98
"C0103801006" 412 4 432.98
"C0103801025" 673 2 89.98
"C0103801757" 593 1 24.99
"C0103801816" 397 2 61.99
"C0103802082" 419 2 508
"C0103802233" 567 2 188.99
"C0103802424" 415 6 744.95
"C0103802449" 646 3 307.99
"C0103802539" 585 2 123.95
"C0103802585" 411 4 232.97
"C0103803010" 411 3 343.94
"C0103803303" 449 3 355.49
"C0103804119" 464 5 520
"C0103804437" 559 3 817
"C0103809976" 586 18 625.76
"C0103810064" 388 4 288.97
"C0103810668" 443 3 243.98
"C0103810747" 431 1 59
"C0103810775" 443 2 548
"C0103811078" 398 4 608.97
"C0103811336" 408 4 207.98
"C0103811365" 473 4 366.99
"C0103811492" 436 3 228.98
"C0103811856" 467 4 234.48
"C0103811926" 430 4 332.97
"C0103812114" 470 4 472.98
"C0103812168" 470 4 306
"C0103812239" 397 1 249
"C0103812356" 427 5 208.47
"C0103812821" 530 6 534
"C0103812910" 403 25 810.72
"C0103812923" 576 1 99
"C0103813031" 586 3 148.94
"C0103813300" 396 26 656.26
"C0103813544" 421 2 398.99
"C0103813628" 486 3 167.99
"C0103813728" 624 3 133.94
"C0103823285" 447 4 212.99
"C0103823937" 478 6 396.93
"C0103824097" 490 5 314.98
"C0103824228" 410 1 149
"C0103824456" 394 24 589.31
"C0103825050" 432 4 205.48
"C0103825883" 398 3 98.89
"C0103826405" 516 4 411.93
"C0103827189" 566 3 267.99
"C0103828035" 705 3 125.98
"C0103828679" 451 5 185.96
"C0103829660" 573 3 178.98
"C0103829734" 397 4 422.94
"C0103829932" 577 1 349
"C0103830184" 395 4 946
"C0103831132" 496 2 223.99
"C0103831501" 407 4 277.98
"C0103831556" 392 4 303.99
"C0103831630" 435 3 388.98
"C0103831758" 638 2 123
"C0103836899" 575 1 94
"C0103837060" 419 26 308.26
"C0103838215" 502 3 307.99
"C0103838373" 512 5 277.97
"C0103838510" 483 2 253.99
"C0103838551" 407 15 684.3
"C0103843991" 461 24 629.8
"C0103844056" 406 16 1011.88
"C0103845226" 393 6 319.88
"C0103845735" 423 3 177.99
"C0103846094" 548 2 628
"C0103846418" 425 4 425.97
"C0103846985" 587 3 141.97
"C0103847368" 687 1 124
"C0103847809" 584 1 189
"C0103847937" 463 5 357.98
"C0103848195" 391 7 454.46
"C0103848599" 461 4 542.94
"C0103849603" 388 25 870.24
"C0103849725" 394 6 295.45
"C0103850007" 431 4 450.99
"C0103850081" 490 2 138.95
"C0103850315" 614 3 244.48
"C0103850772" 491 2 288
"C0103854569" 408 1 179
"C0103854606" 419 4 181.98
"C0103855708" 420 3 205.98
"C0103855800" 404 4 348.99
"C0103855876" 390 26 408.72
"C0103856052" 388 2 373
"C0103856437" 540 2 618
"C0103857088" 460 2 188.99
"C0103857364" 480 4 392.98
"C0103857560" 391 29 667.69
"C0103857574" 390 21 576.84
"C0103857891" 422 4 396.99
"C0103860707" 484 3 157.99
"C0103862543" 400 2 208.99
"C0103862659" 493 3 467.99
"C0103863072" 407 3 277.95
"C0103863342" 452 3 352.95
"C0103863363" 476 3 542.99
"C0103863842" 597 2 155.99
"C0103864151" 548 3 297.99
"C0103864345" 404 7 703.45
"C0103864805" 404 3 146.99
"C0103865013" 434 4 181.97
"C0103865311" 605 2 1023.99
"C0103877780" 447 3 387.99
"C0103878147" 422 4 446.95
"C0103878170" 417 1 24.99
"C0103878518" 411 14 127.36
"C0103878529" 390 7 1100.93
"C0103878695" 731 3 64.97
"C0103879608" 489 3 373.99
"C0103879707" 567 3 246.99
"C0103880041" 574 6 547.95
"C0103880107" 471 4 171.47
"C0103880193" 412 4 517.98
"C0103880374" 510 3 577
"C0103880470" 533 3 91.93
"C0103880622" 476 1 89
"C0103881094" 605 2 83.99
"C0103881203" 398 3 472.99
"C0103881547" 516 6 249.96
"C0103881664" 494 4 1007.98
"C0103881705" 464 2 348
"C0103881753" 392 2 228.99
"C0103881885" 674 2 528
"C0103882016" 393 3 757.94
"C0103882650" 406 27 326.74
"C0103882731" 576 21 492.77
"C0103882785" 398 3 357.99
"C0103882922" 457 3 318.98
"C0103883174" 443 4 121.97
"C0103883452" 409 5 358.98
"C0103883564" 522 4 190.48
"C0103883818" 577 1 149.99
"C0103883894" 452 4 393.99
"C0103884446" 401 4 436.99
"C0103884665" 704 5 732.46
"C0103884725" 391 4 219.92
"C0103885040" 463 2 848
"C0103885130" 502 2 218.99
"C0103885206" 457 3 264.98
"C0103885242" 491 4 222.97
"C0103885656" 447 2 253.99
"C0103885805" 586 14 167.87
"C0103887317" 455 5 297.92
"C0103887324" 404 5 329.48
"C0103887357" 511 4 426.98
"C0103887451" 406 2 219.94
"C0103887867" 399 3 237.99
"C0103888089" 441 3 163.98
"C0103888162" 603 1 229
"C0103888402" 623 1 149
"C0103888436" 471 3 168.98
"C0103888482" 572 2 628.99
"C0103888907" 528 2 64.94
"C0103889137" 416 2 448
"C0103889313" 537 2 348
"C0103889611" 416 3 193.99
"C0103889757" 475 2 233.99
"C0103889985" 581 2 18.48
"C0103890383" 399 7 294.94
"C0103890867" 443 4 451.99
"C0103891248" 389 2 278
"C0103891453" 417 2 338.99
"C0103892247" 407 4 224.98
"C0103894479" 626 1 99.99
"C0103894480" 572 29 681.25
"C0103894643" 389 4 461
"C0103894855" 402 3 333.98
"C0103895198" 579 2 163
"C0103895296" 413 3 327.95
"C0103895532" 576 24 659.8
"C0103895613" 396 3 282.99
"C0103895742" 529 2 328
"C0103896524" 395 26 969.29
"C0103899815" 391 2 113.95
"C0103899983" 435 3 342.99
"C0103900244" 575 1 89
"C0103900275" 405 26 655.74
"C0103900348" 405 10 786.92
"C0103900765" 431 4 173.98
"C0103901062" 590 1 159
"C0103901388" 476 3 320.49
"C0103901649" 529 2 898
"C0103901960" 462 3 577
"C0103902190" 414 4 319.98
"C0103902593" 402 4 327.94
"C0103902748" 388 16 846.32
"C0103902855" 426 4 307.94
"C0103902896" 479 8 1119.86
"C0103903057" 495 2 253
"C0103903141" 500 4 349.98
"C0103903201" 548 4 151.46
"C0103907400" 476 3 233.94
"C0103907823" 430 4 387.98
"C0103907952" 462 4 816.99
"C0103908122" 410 3 577
"C0103908683" 476 4 632.98
"C0103908859" 672 1 199
"C0103909094" 679 1 2.99
"C0103909412" 527 2 288
"C0103909425" 496 2 648
"C0103909474" 461 3 597
"C0103909786" 405 3 1887
"C0103910325" 573 20 556.31
"C0103910573" 388 3 302
"C0103911046" 600 2 128.95
"C0103915629" 538 2 648
"C0103915854" 513 2 259.98
"C0103916001" 579 7 499.46
"C0103916882" 575 1 189
"C0103917262" 420 4 143.93
"C0103917538" 455 1 279
"C0103918142" 393 4 842.99
"C0103918294" 399 3 21.47
"C0103918456" 392 1 399
"C0103918767" 388 5 1245.95
"C0103918777" 388 2 538
"C0103918917" 419 5 255.98
"C0103918974" 419 1 450
"C0103919253" 393 9 68.41
"C0103919346" 523 3 178.98
"C0103919796" 480 3 422.99
"C0103919846" 593 1 24.99
"C0103919974" 425 28 565.66
"C0103920133" 391 10 603.96
"C0103920921" 449 6 446.96
"C0103929629" 506 2 388
"C0103931040" 394 2 328.99
"C0103932718" 520 3 1057.95
"C0103933236" 576 16 530.37
"C0103933696" 465 3 881.98
"C0103933754" 567 2 578
"C0103933875" 459 3 437.99
"C0103934290" 615 1 99
"C0103934388" 393 4 396.99
"C0103934488" 654 2 238
"C0103934714" 500 2 178
"C0103934808" 388 26 806.22
"C0103934841" 481 1 14.99
"C0103934925" 722 1 199
"C0103935502" 434 3 547.99
"C0103935857" 601 1 129
"C0103935930" 391 2 318.99
"C0103936236" 598 1 89
"C0103937638" 424 4 129.93
"C0103937755" 422 19 919.37
"C0103938194" 428 11 925.89
"C0103938232" 430 30 1135.68
"C0103938602" 495 5 351.93
"C0103938708" 413 3 347
"C0103938930" 401 3 428.98
"C0103938981" 503 2 323
"C0103939597" 417 18 1435.36
"C0103939742" 490 2 388
"C0103940063" 578 2 408
"C0103940134" 453 4 551.99
"C0103940250" 463 2 658.99
"C0103940420" 477 2 748
"C0103940551" 582 26 423.26
"C0103940681" 394 3 487
"C0103940728" 477 4 921
"C0103940957" 438 2 138.99
"C0103941164" 394 5 79.91
"C0103941215" 498 5 135.46
"C0103949171" 414 3 257.95
"C0103949263" 391 2 408
"C0103949431" 489 4 346
"C0103953606" 396 17 781.86
"C0103953751" 424 2 228
"C0103953996" 510 4 593.97
"C0103954739" 500 4 403.97
"C0103955101" 477 7 1392.98
"C0103955289" 463 5 1215
"C0103955679" 388 2 618
"C0103955689" 740 1 129
"C0103955755" 589 24 369.78
"C0103956088" 587 19 604.33
"C0103956111" 427 17 1050.88
"C0103956181" 572 3 277
"C0103956567" 531 8 259.94
"C0103956599" 428 3 312.98
"C0103956745" 573 25 430.72
"C0103957733" 646 3 157.95
"C0103957997" 389 1 9.99
"C0103958147" 388 3 303.94
"C0103958619" 398 1 17.99
"C0103958713" 449 5 1035.95
"C0103958738" 414 5 1502.98
"C0103958826" 493 4 473.93
"C0103959560" 389 6 1191.43
"C0103959957" 389 4 253.97
"C0103960119" 531 1 94
"C0103960242" 468 4 610.99
"C0103960851" 600 2 158.99
"C0103961148" 396 18 110.32
"C0103961187" 586 24 483.75
"C0103961278" 392 2 44.94
"C0103961307" 669 1 94
"C0103962527" 500 6 439
"C0103962661" 410 27 818.26
"C0103962876" 512 4 271.99
"C0103963170" 406 2 228.95
"C0103964069" 704 2 172.98
"C0103964081" 610 2 173
"C0103964209" 389 1 99
"C0103964841" 492 2 278.95
"C0103965811" 404 25 718.29
"C0103965889" 401 21 739.34
"C0103968904" 524 4 567.94
"C0103969107" 388 4 427.98
"C0103969374" 449 3 547
"C0103969451" 466 3 387.99
"C0103969614" 464 5 1110.99
"C0103969740" 426 3 297.99
"C0103970065" 389 12 135.4
"C0103970257" 471 2 598
"C0103970539" 545 2 598
"C0103970765" 579 22 517.79
"C0103971272" 412 19 863.78
"C0103971444" 407 2 393
"C0103972381" 411 3 30.97
"C0103972388" 389 16 793.87
"C0103972543" 436 28 1107.71
"C0103982505" 404 2 578
"C0103983114" 520 2 188
"C0103983184" 454 4 357.98
"C0103983540" 545 3 314.99
"C0103983643" 402 3 247.99
"C0103983910" 390 25 1256.74
"C0103984069" 443 3 277.99
"C0103984362" 442 4 309.97
"C0103984473" 388 2 498
"C0103984974" 388 4 507.98
"C0103985063" 503 3 262.99
"C0103986299" 593 2 128
"C0103986507" 577 1 124
"C0103986627" 456 4 259.49
"C0103986900" 465 2 75.99
"C0103987218" 540 3 337.99
"C0103987423" 466 3 247.99
"C0103987534" 444 1 34.99
"C0103987757" 448 3 354.98
"C0103988434" 531 2 558
"C0103988625" 388 27 391.71
"C0103989339" 406 30 810.15
"C0103989435" 451 3 497.99
"C0103989470" 394 4 527.94
"C0103989599" 448 15 816.34
"C0103989705" 448 3 177.99
"C0103989832" 390 5 776.9
"C0103989978" 390 2 298
"C0103990189" 418 11 198.86
"C0103990564" 574 18 310.25
"C0103990606" 401 2 458
"C0103990699" 391 1 94
"C0103991423" 397 24 298.74
"C0103991981" 453 3 397.99
"C0103992712" 388 3 268.98
"C0103992992" 391 4 435.98
"C0103993073" 508 3 364.98
"C0103993167" 493 4 246.99
"C0103993336" 413 3 427.95
"C0103993738" 449 4 531.95
"C0103994145" 428 5 1230.99
"C0103994488" 427 3 148.98
"C0103994661" 481 2 163
"C0103994821" 451 2 238
"C0103995174" 397 3 74.93
"C0103995198" 623 1 69
"C0103995330" 425 4 303.48
"C0103995363" 580 1 179
"C0103995439" 479 4 336.95
"C0103995588" 398 26 1133.78
"C0103996070" 609 5 550.47
"C0103996453" 392 4 886
"C0103996611" 450 3 497.99
"C0103999179" 572 1 239
"C0103999462" 445 2 219.94
"C0103999588" 430 3 258.98
"C0103999697" 394 3 116.98
"C0103999727" 392 2 278
"C0103999864" 538 5 193.47
